10, 3, STUART-BROAD, DEVON-CONWAY, L, 80.410, 8.20, 0.28, -0.06, 1.11, -0.30, -0.06, 0, 0.000, 0.000, 13:45:12, 2022/06/13, -0.712864, 9.840827, -12.683879, -8.984400, P, D, 0.856207, 1.996415, -0.107189, 3.801930, -0.004781
10, 4, STUART-BROAD, DEVON-CONWAY, L, 79.277, 6.54, 0.42, 0.20, 0.72, 0.20, 0.25, 0, 0.000, 0.000, 13:45:49, 2022/06/13, -0.624992, 7.847147, -11.795950, -7.055777, P, D, 0.886366, 2.010754, 0.652236, 3.065467, 0.040505
10, 5, STUART-BROAD, DEVON-CONWAY, L, 82.006, 5.59, 0.39, 0.21, 0.58, 0.03, -0.33, 0, 0.000, 0.000, 13:46:33, 2022/06/13, -0.580312, 6.999993, -11.178315, -6.597872, P, D, 0.713856, 2.043937, 0.281655, 3.298766, 0.018653
10, 6, STUART-BROAD, DEVON-CONWAY, L, 80.299, 5.89, 0.12, -0.19, 0.69, 0.06, -0.10, 1, -107.000, -89.000, 13:47:12, 2022/06/13, -0.647892, 7.908735, -11.392767, -6.662943, P, A, 0.776727, 2.032777, 0.547945, 3.271760, 0.036786
11, 1, MATTY-POTTS, DEVON-CONWAY, L, 80.488, 6.10, 0.40, 0.25, 0.64, 0.75, 0.54, 0, 0.000, 0.000, 13:48:31, 2022/06/13, -0.604076, 7.279846, -11.473789, -7.324931, P, D, 0.902707, 2.074703, 1.587093, 4.189169, 0.103397
11, 2, MATTY-POTTS, DEVON-CONWAY, L, 80.362, 7.64, 0.21, -0.50, 1.10, -1.50, -0.40, 0, 0.000, 0.000, 13:48:59, 2022/06/13, -0.720316, 10.232384, -12.835226, -8.466017, N, N, 0.951834, 2.058345, -2.304301, 2.713284, -0.111930
11, 3, MATTY-POTTS, DEVON-CONWAY, L, 80.672, 6.49, 0.57, 0.57, 0.84, -0.03, 1.64, 0, 0.000, 0.000, 13:49:34, 2022/06/13, -0.704082, 9.208482, -11.866652, -7.231507, N, N, 0.902842, 2.016670, 0.192912, 2.986175, 0.011545
11, 4, MATTY-POTTS, DEVON-CONWAY, L, 81.324, 6.95, 0.25, -0.03, 0.81, -0.31, 1.20, 0, 0.000, 0.000, 13:50:10, 2022/06/13, -0.654666, 8.421322, -12.054315, -7.683255, P, A, 0.926176, 2.015639, -0.053231, 3.155429, -0.002931
11, 5, MATTY-POTTS, DEVON-CONWAY, L, 80.110, 6.81, 0.43, 0.25, 0.83, -0.50, 0.87, 0, 0.000, 0.000, 13:50:47, 2022/06/13, -0.666510, 8.632522, -12.118330, -7.288545, P, D, 0.869235, 2.007665, -0.554469, 2.587305, -0.032147
11, 6, MATTY-POTTS, DEVON-CONWAY, L, 83.544, 7.74, 0.54, 0.21, 0.97, -0.12, -0.59, 0, 0.000, 0.000, 13:51:21, 2022/06/13, -0.667971, 8.949837, -12.493638, -8.658182, P, D, 0.860833, 2.023226, 0.032494, 3.353235, 0.001465
12, 1, STUART-BROAD, WILL-YOUNG, R, 83.601, 8.03, -0.61, -0.32, 0.76, 0.04, 0.64, 0, 0.000, 0.000, 13:52:37, 2022/06/13, -0.540442, 7.351179, -12.424257, -9.172705, N, N, -0.843355, 2.014782, -0.125766, 4.225992, -0.005165
12, 2, STUART-BROAD, WILL-YOUNG, R, 82.492, 6.81, -0.50, -0.39, 0.91, 0.14, -0.55, 4, -127.000, -69.000, 13:53:16, 2022/06/13, -0.710702, 9.295401, -11.608322, -7.463679, E, A, -0.783888, 1.976431, 0.030974, 3.031446, 0.001593
12, 3, STUART-BROAD, WILL-YOUNG, R, 81.595, 7.89, -0.51, -0.24, 1.10, -0.15, -0.08, 0, 0.000, 0.000, 13:54:02, 2022/06/13, -0.725226, 9.942122, -12.402005, -8.657201, E, D, -0.900476, 2.005702, -0.625028, 3.706788, -0.028657
12, 4, STUART-BROAD, WILL-YOUNG, R, 81.493, 8.16, -0.76, -0.74, 0.99, -0.40, -0.16, 4, -82.000, -145.000, 13:54:43, 2022/06/13, -0.636250, 8.987943, -12.820611, -8.972496, P, A, -0.852756, 2.013805, -0.942183, 3.113266, -0.039710
12, 5, STUART-BROAD, WILL-YOUNG, R, 80.380, 9.48, -0.64, -0.59, 0.94, 0.17, -0.75, 0, 0.000, 0.000, 13:55:34, 2022/06/13, -0.534667, 8.195818, -13.912262, -10.183636, E, D, -0.922934, 1.966610, 0.118726, 2.577259, 0.003951
12, 6, STUART-BROAD, WILL-YOUNG, R, 82.816, 7.15, -0.36, -0.17, 0.99, 0.18, -0.07, 0, 0.000, 0.000, 13:56:12, 2022/06/13, -0.720763, 9.475141, -12.051804, -7.896003, P, D, -0.662299, 2.017532, 0.106336, 2.792390, 0.005138
13, 1, MATTY-POTTS, DEVON-CONWAY, L, 82.428, 6.81, 0.02, -0.34, 0.70, -0.34, 0.79, 0, 0.000, 0.000, 13:57:10, 2022/06/13, -0.574488, 7.596265, -12.178053, -7.570364, M, A, 0.756850, 2.040258, -0.064007, 2.583659, -0.003495
13, 2, MATTY-POTTS, DEVON-CONWAY, L, 81.111, 6.59, 0.34, 0.30, 0.85, 0.25, 2.08, 0, 0.000, 0.000, 13:58:00, 2022/06/13, -0.681080, 9.057477, -11.917317, -7.467478, M, D, 0.865242, 2.043710, 0.860000, 2.980324, 0.048481
13, 3, MATTY-POTTS, DEVON-CONWAY, L, 85.165, 7.53, 0.41, 0.17, 0.74, -0.37, 0.69, 0, 0.000, 0.000, 13:58:38, 2022/06/13, -0.551332, 7.352962, -12.344030, -8.451932, P, D, 0.851238, 2.028438, -0.400011, 3.099445, -0.017996
13, 4, MATTY-POTTS, DEVON-CONWAY, L, 83.336, 6.28, 0.41, 0.21, 0.76, 0.16, 0.30, 0, 0.000, 0.000, 13:59:12, 2022/06/13, -0.662405, 8.274704, -11.581552, -7.026805, P, D, 0.853577, 2.016440, 0.629031, 2.886293, 0.036960
13, 5, MATTY-POTTS, DEVON-CONWAY, L, 82.186, 5.58, 0.90, 0.84, 0.71, -0.30, -0.18, 0, 0.000, 0.000, 13:59:41, 2022/06/13, -0.680977, 8.399943, -11.286799, -6.532388, N, N, 0.981603, 2.041006, -0.453933, 3.057281, -0.030335
13, 6, MATTY-POTTS, DEVON-CONWAY, L, 82.265, 7.66, 0.41, -0.41, 1.06, -2.29, -2.25, 0, 0.000, 0.000, 14:00:17, 2022/06/13, -0.687820, 9.763600, -12.751447, -7.949835, M, D, 0.890582, 1.997003, -4.351535, 1.196734, -0.195904
14, 1, STUART-BROAD, WILL-YOUNG, R, 80.981, 9.08, -0.43, 0.04, 1.19, 0.30, 0.21, 2, -130.000, 74.000, 14:01:44, 2022/06/13, -0.664018, 9.796653, -13.427571, -10.150483, P, A, -0.837391, 1.990861, 0.302227, 3.768016, 0.010562
14, 2, STUART-BROAD, WILL-YOUNG, R, 79.402, 8.94, -0.56, -0.36, 1.19, 0.31, -0.07, 0, 0.000, 0.000, 14:02:28, 2022/06/13, -0.657819, 10.186449, -13.534581, -9.906040, N, N, -0.640643, 1.998719, 0.619740, 3.147818, 0.022683
14, 3, STUART-BROAD, WILL-YOUNG, R, 81.745, 8.01, -0.60, -0.63, 0.85, 0.19, -1.11, 0, 0.000, 0.000, 14:03:02, 2022/06/13, -0.587801, 8.075440, -12.554775, -8.823899, N, N, -0.650322, 1.999321, 0.347774, 3.436843, 0.015019
14, 4, STUART-BROAD, WILL-YOUNG, R, 80.304, 5.84, -0.63, -0.37, 0.82, 0.15, 0.52, 0, 0.000, 0.000, 14:03:42, 2022/06/13, -0.715680, 9.189491, -11.612109, -6.321394, P, A, -1.071768, 2.020546, -0.051112, 2.009717, -0.003302
14, 5, STUART-BROAD, WILL-YOUNG, R, 81.409, 8.36, -0.70, -0.60, 1.02, -0.08, -0.74, 0, 0.000, 0.000, 14:04:20, 2022/06/13, -0.644315, 9.170363, -12.845857, -9.320921, N, N, -0.814326, 1.997410, -0.279655, 3.595485, -0.011152
14, 6, STUART-BROAD, WILL-YOUNG, R, 81.278, 7.43, -0.55, -0.47, 0.84, 0.21, -0.91, 0, 0.000, 0.000, 14:04:55, 2022/06/13, -0.618384, 8.293405, -12.291666, -7.995364, P, D, -0.813427, 2.002346, 0.183352, 2.766635, 0.008991
15, 1, MATTY-POTTS, DEVON-CONWAY, L, 81.561, 7.92, 0.45, -0.34, 0.74, -2.49, -0.79, 0, 0.000, 0.000, 14:05:58, 2022/06/13, -0.521271, 7.468191, -13.022090, -8.209196, M, D, 0.944648, 2.002262, -4.586206, 1.463551, -0.208888
